order_line_number,quantity, price , sale_total ,order_date,quarter,product_code,customer_name,deal_size
10117-11,21,49.21,1033.41,2003-04-16,2,S50_1514,"Dragon Souveniers, Ltd.",Small
10127-4,46,69.12,3179.52,2003-06-03,2,S50_1514,Muscle Machine Inc,Medium
10142-14,42,49.79,2091.18,2003-08-08,3,S50_1514,Mini Gifts Distributors Ltd.,Small
10153-13,31,57.41,1779.71,2003-09-28,3,S50_1514,Euro Shopping Channel,Small
10165-5,38,66.78,2537.64,2003-10-22,4,S50_1514,"Dragon Souveniers, Ltd.",Small
10176-4,38,64.44,2448.72,2003-11-06,4,S50_1514,L'ordine Souveniers,Small
10185-15,20,48.62,972.4,2003-11-14,4,S50_1514,Mini Creations Ltd.,Small
10196-7,46,62.09,2856.14,2003-11-26,4,S50_1514,Super Scale Inc.,Small
10208-15,30,65.61,1968.3,2004-01-02,1,S50_1514,"Saveley & Henriot, Co.",Small
10220-4,30,68.54,2056.2,2004-02-12,1,S50_1514,"Clover Collections, Co.",Small
10230-2,43,52.14,2242.02,2004-03-15,1,S50_1514,"Blauer See Auto, Co.",Small
10247-4,49,63.85,3128.65,2004-05-05,2,S50_1514,Suominen Souveniers,Medium
10272-4,43,56.82,2443.26,2004-07-20,3,S50_1514,Diecast Classics Inc.,Small
10282-7,37,66.78,2470.86,2004-08-20,3,S50_1514,Mini Gifts Distributors Ltd.,Small
10292-1,35,55.07,1927.45,2004-09-08,3,S50_1514,Land of Toys Inc.,Small
10306-15,34,60.34,2051.56,2004-10-14,4,S50_1514,"AV Stores, Co.",Small
10314-7,38,61.51,2337.38,2004-10-22,4,S50_1514,Heintze Collectables,Small
10325-7,44,100,5932.96,2004-11-05,4,S50_1514,Baane Mini Imports,Medium
10337-6,21,100,2296.77,2004-11-21,4,S50_1514,Classic Legends Inc.,Small
10350-17,44,100,6490.88,2004-12-02,4,S50_1514,Euro Shopping Channel,Medium
10359-4,25,64.93,1623.25,2004-12-15,4,S50_1514,Reims Collectables,Small
10372-9,24,58.58,1405.92,2005-01-26,1,S50_1514,"Tokyo Collectables, Ltd",Small
10383-10,38,60.06,2282.28,2005-02-22,1,S50_1514,Euro Shopping Channel,Small
10395-3,45,100,8977.05,2005-03-17,1,S50_1514,Lyon Souveniers,Large
10413-4,51,63.85,3256.35,2005-05-05,2,S50_1514,Gift Depot Inc.,Medium
10108-14,34,82.99,2821.66,2003-03-03,1,S50_4713,Cruz & Sons Co.,Small
10121-1,44,74.85,3293.4,2003-05-07,2,S50_4713,Reims Collectables,Medium
10135-15,44,96,4224,2003-07-02,3,S50_4713,Mini Gifts Distributors Ltd.,Medium
10145-2,38,81.36,3091.68,2003-08-25,3,S50_4713,Toys4GrownUps.com,Medium
10159-10,31,71.6,2219.6,2003-10-10,4,S50_4713,Corporate Gift Ideas Co.,Small
10169-10,48,80.55,3866.4,2003-11-04,4,S50_4713,"Anna's Decorations, Ltd",Medium
10180-5,21,93.56,1964.76,2003-11-11,4,S50_4713,Daedalus Designs Imports,Small
10190-2,40,66.72,2668.8,2003-11-19,4,S50_4713,Euro Shopping Channel,Small
10211-10,40,80.55,3222,2004-01-15,1,S50_4713,Auto Canal Petit,Medium
10224-3,50,77.29,3864.5,2004-02-21,1,S50_4713,Daedalus Designs Imports,Medium
10237-3,20,68.34,1366.8,2004-04-05,2,S50_4713,Vitachrome Inc.,Small
10252-7,48,72.41,3475.68,2004-05-26,2,S50_4713,Auto Canal Petit,Medium
10264-5,47,89.5,4206.5,2004-06-30,2,S50_4713,Gifts4AllAges.com,Medium
10276-11,21,70.78,1486.38,2004-08-02,3,S50_4713,Online Mini Collectables,Small
10285-2,39,78.92,3077.88,2004-08-27,3,S50_4713,Marta's Replicas Co.,Medium
10299-5,44,80.55,3544.2,2004-09-30,3,S50_4713,"Toys of Finland, Co.",Medium
10309-1,28,88.68,2483.04,2004-10-15,4,S50_4713,Baane Mini Imports,Small
10319-6,45,77.29,3478.05,2004-11-03,4,S50_4713,Microscale Inc.,Medium
10331-5,20,100,3657.8,2004-11-17,4,S50_4713,Motor Mint Distributors Inc.,Medium
10341-3,38,100,4682.36,2004-11-24,4,S50_4713,Salzburg Collectables,Medium
10356-4,26,100,3937.7,2004-12-09,4,S50_4713,Lyon Souveniers,Medium
10365-2,44,100,4984.32,2005-01-07,1,S50_4713,Mini Creations Ltd.,Medium
10375-8,49,100,5406.66,2005-02-03,1,S50_4713,La Rochelle Gifts,Medium
10390-13,22,100,3491.18,2005-03-04,1,S50_4713,Mini Gifts Distributors Ltd.,Medium
10403-3,31,68.34,2118.54,2005-04-08,2,S50_4713,"UK Collectables, Ltd.",Small
10105-5,41,70.67,2897.47,2003-02-11,1,S700_1138,Danish Wholesale Imports,Small
10119-14,25,76.67,1916.75,2003-04-28,2,S700_1138,Salzburg Collectables,Small
10129-5,31,60,1860,2003-06-12,2,S700_1138,"Stylish Desk Decors, Co.",Small
10142-2,41,64,2624,2003-08-08,3,S700_1138,Mini Gifts Distributors Ltd.,Small
10153-1,43,64.67,2780.81,2003-09-28,3,S700_1138,Euro Shopping Channel,Small
10167-12,43,75.34,3239.62,2003-10-23,4,S700_1138,Scandinavian Gift Ideas,Medium
10177-3,24,76,1824,2003-11-07,4,S700_1138,CAF Imports,Small
10185-3,21,54,1134,2003-11-14,4,S700_1138,Mini Creations Ltd.,Small
10197-9,23,64.67,1487.41,2003-11-26,4,S700_1138,Enaco Distributors,Small
10208-3,38,74.67,2837.46,2004-01-02,1,S700_1138,"Saveley & Henriot, Co.",Small
10222-15,31,62.67,1942.77,2004-02-19,1,S700_1138,Collectable Mini Designs Co.,Small
10233-3,36,70.67,2544.12,2004-03-29,1,S700_1138,Tekni Collectables Inc.,Small
10248-6,36,71.34,2568.24,2004-05-07,2,S700_1138,Land of Toys Inc.,Small
10261-4,34,62,2108,2004-06-17,2,S700_1138,Quebec Home Shopping Network,Small
10273-7,21,65.34,1372.14,2004-07-21,3,S700_1138,Petit Auto,Small
10283-9,45,78.67,3540.15,2004-08-20,3,S700_1138,"Royal Canadian Collectables, Ltd.",Medium
10295-4,26,75.34,1958.84,2004-09-10,3,S700_1138,Gifts4AllAges.com,Small
10306-3,50,54,2700,2004-10-14,4,S700_1138,"AV Stores, Co.",Small
10315-2,41,62,2542,2004-10-29,4,S700_1138,La Rochelle Gifts,Small
10326-1,39,60,2340,2004-11-09,4,S700_1138,"Volvo Model Replicas, Co",Small
10339-5,22,100,2816.44,2004-11-23,4,S700_1138,"Tokyo Collectables, Ltd",Small
10350-11,46,76.67,3526.82,2004-12-02,4,S700_1138,Euro Shopping Channel,Medium
10373-14,44,100,4627.92,2005-01-31,1,S700_1138,"Oulu Toy Supplies, Inc.",Medium
10385-1,25,77.34,1933.5,2005-02-28,1,S700_1138,Mini Gifts Distributors Ltd.,Small
10396-1,39,66.67,2600.13,2005-03-23,1,S700_1138,Mini Gifts Distributors Ltd.,Small
10414-6,37,71.34,2639.58,2005-05-06,2,S700_1138,Gifts4AllAges.com,Small
10106-7,31,100,3312.97,2003-02-17,1,S700_1691,Rovelli Gifts,Medium
10120-13,47,82.21,3863.87,2003-04-29,2,S700_1691,"Australian Collectors, Co.",Medium
10133-8,24,77.64,1863.36,2003-06-27,2,S700_1691,Euro Shopping Channel,Small
10143-2,36,100,3945.96,2003-08-10,3,S700_1691,Mini Creations Ltd.,Medium
10156-2,48,100,4954.08,2003-10-08,4,S700_1691,Euro Shopping Channel,Medium
10168-14,28,98.65,2762.2,2003-10-28,4,S700_1691,Technics Stores Inc.,Small
10199-2,48,83.12,3989.76,2003-12-01,4,S700_1691,West Coast Collectables Co.,Medium
10210-12,21,78.55,1649.55,2004-01-12,1,S700_1691,Osaka Souveniers Co.,Small
10223-14,25,100,2534.75,2004-02-20,1,S700_1691,"Australian Collectors, Co.",Small
10235-8,25,100,2580.25,2004-04-02,2,S700_1691,"Royal Canadian Collectables, Ltd.",Small
10250-9,31,91.34,2831.54,2004-05-11,2,S700_1691,The Sharp Gifts Warehouse,Small
10262-4,40,84.03,3361.2,2004-06-24,2,S700_1691,Euro Shopping Channel,Medium
10275-14,32,89.51,2864.32,2004-07-23,3,S700_1691,La Rochelle Gifts,Small
10284-6,24,83.12,1994.88,2004-08-21,3,S700_1691,"Norway Gifts By Mail, Co.",Small
10296-2,42,100,4296.6,2004-09-15,3,S700_1691,"Bavarian Collectables Imports, Co.",Medium
10308-12,21,100,2224.95,2004-10-15,4,S700_1691,Mini Classics,Small
10316-4,34,82.21,2795.14,2004-11-01,4,S700_1691,giftsbymail.co.uk,Small
10328-8,27,100,2762.1,2004-11-12,4,S700_1691,Rovelli Gifts,Small
10340-5,30,88.6,2658,2004-11-24,4,S700_1691,Enaco Distributors,Small
10353-9,39,100,5043.87,2004-12-04,4,S700_1691,Gift Ideas Corp.,Medium
10361-4,20,60.54,1210.8,2004-12-17,4,S700_1691,Souveniers And Things Co.,Small
10375-6,37,81.87,3029.19,2005-02-03,1,S700_1691,La Rochelle Gifts,Medium
10388-2,46,100,10066.6,2005-03-03,1,S700_1691,FunGiftIdeas.com,Large
10398-6,47,87.69,4121.43,2005-03-30,1,S700_1691,Reims Collectables,Medium
10401-8,11,100,1135.31,2005-04-03,2,S700_1691,Tekni Collectables Inc.,Small
10416-9,23,91.34,2100.82,2005-05-10,2,S700_1691,L'ordine Souveniers,Small
10105-12,29,70.15,2034.35,2003-02-11,1,S700_1938,Danish Wholesale Imports,Small
10117-6,38,79.68,3027.84,2003-04-16,2,S700_1938,"Dragon Souveniers, Ltd.",Medium
10128-3,32,97,3104,2003-06-06,2,S700_1938,Euro Shopping Channel,Medium
10142-9,43,84.01,3612.43,2003-08-08,3,S700_1938,Mini Gifts Distributors Ltd.,Medium
10153-8,31,87.48,2711.88,2003-09-28,3,S700_1938,Euro Shopping Channel,Small
10166-3,29,100,3013.97,2003-10-21,4,S700_1938,FunGiftIdeas.com,Medium
10177-10,31,88.34,2738.54,2003-11-07,4,S700_1938,CAF Imports,Small
10185-10,30,94.4,2832,2003-11-14,4,S700_1938,Mini Creations Ltd.,Small
10196-2,50,94.4,4720,2003-11-26,4,S700_1938,Super Scale Inc.,Medium
10208-10,40,80.55,3222,2004-01-02,1,S700_1938,"Saveley & Henriot, Co.",Medium
10221-4,23,97,2231,2004-02-18,1,S700_1938,Petit Auto,Small
10232-7,26,88.34,2296.84,2004-03-20,1,S700_1938,giftsbymail.co.uk,Small
10248-13,40,100,4157.2,2004-05-07,2,S700_1938,Land of Toys Inc.,Medium
10273-14,21,100,2146.2,2004-07-21,3,S700_1938,Petit Auto,Small
10282-2,43,86.61,3724.23,2004-08-20,3,S700_1938,Mini Gifts Distributors Ltd.,Medium
10293-5,29,71.89,2084.81,2004-09-09,3,S700_1938,Amica Models & Co.,Small
10306-10,38,91.81,3488.78,2004-10-14,4,S700_1938,"AV Stores, Co.",Medium
10314-2,23,76.22,1753.06,2004-10-22,4,S700_1938,Heintze Collectables,Small
10327-7,20,100,3469.2,2004-11-10,4,S700_1938,Danish Wholesale Imports,Medium
10337-9,36,70.3,2530.8,2004-11-21,4,S700_1938,Classic Legends Inc.,Small
10350-4,28,100,2924.32,2004-12-02,4,S700_1938,Euro Shopping Channel,Small
10372-2,44,100,4496.8,2005-01-26,1,S700_1938,"Tokyo Collectables, Ltd",Medium
10384-1,49,100,6397.44,2005-02-23,1,S700_1938,Corporate Gift Ideas Co.,Medium
10397-5,32,80.55,2577.6,2005-03-28,1,S700_1938,Alpha Cognac,Small
10414-13,34,100,3533.62,2005-05-06,2,S700_1938,Gifts4AllAges.com,Medium
10106-16,30,100,3177.3,2003-02-17,1,S700_2047,Rovelli Gifts,Medium
10119-7,29,94.14,2730.06,2003-04-28,2,S700_2047,Salzburg Collectables,Small
10131-8,22,85.99,1891.78,2003-06-16,2,S700_2047,Gift Ideas Corp.,Small
10143-11,26,100,2612.48,2003-08-10,3,S700_2047,Mini Creations Ltd.,Small
10155-9,32,91.43,2925.76,2003-10-06,4,S700_2047,"Toys of Finland, Co.",Small
10167-5,29,100,2940.02,2003-10-23,4,S700_2047,Scandinavian Gift Ideas,Small
10178-8,34,96.86,3293.24,2003-11-08,4,S700_2047,Alpha Cognac,Medium
10186-5,24,99.57,2389.68,2003-11-14,4,S700_2047,"Double Decker Gift Stores, Ltd",Small
10197-2,24,90.52,2172.48,2003-11-26,4,S700_2047,Enaco Distributors,Small
10209-4,33,88.71,2927.43,2004-01-09,1,S700_2047,"Men 'R' US Retailers, Ltd.",Small
10222-8,26,100,2659.54,2004-02-19,1,S700_2047,Collectable Mini Designs Co.,Small
10249-4,40,95.95,3838,2004-05-08,2,S700_2047,Cambridge Collectables Co.,Medium
10262-13,44,94.14,4142.16,2004-06-24,2,S700_2047,Euro Shopping Channel,Medium
10274-5,24,90.52,2172.48,2004-07-21,3,S700_2047,Collectables For Less Inc.,Small
10283-2,20,94.14,1882.8,2004-08-20,3,S700_2047,"Royal Canadian Collectables, Ltd.",Small
10296-11,34,100,3477.86,2004-09-15,3,S700_2047,"Bavarian Collectables Imports, Co.",Medium
10307-5,34,97.76,3323.84,2004-10-14,4,S700_2047,"Classic Gift Ideas, Inc",Medium
10316-13,45,93.24,4195.8,2004-11-01,4,S700_2047,giftsbymail.co.uk,Medium
10328-9,41,100,4156.58,2004-11-12,4,S700_2047,Rovelli Gifts,Medium
10339-15,55,71.25,3918.75,2004-11-23,4,S700_2047,"Tokyo Collectables, Ltd",Medium
10352-3,23,100,2352.67,2004-12-03,4,S700_2047,Auto-Moto Classics Inc.,Small
10361-14,24,45.39,1089.36,2004-12-17,4,S700_2047,Souveniers And Things Co.,Small
10373-15,32,84.41,2701.12,2005-01-31,1,S700_2047,"Oulu Toy Supplies, Inc.",Small
10386-13,29,85.76,2487.04,2005-03-01,1,S700_2047,Euro Shopping Channel,Small
10398-7,36,100,3910.32,2005-03-30,1,S700_2047,Reims Collectables,Medium
10400-5,46,87.8,4038.8,2005-04-01,2,S700_2047,The Sharp Gifts Warehouse,Medium
10415-4,32,95.95,3070.4,2005-05-09,2,S700_2047,"Australian Collectables, Ltd",Medium
10106-9,34,100,3763.46,2003-02-17,1,S700_2466,Rovelli Gifts,Medium
10120-15,24,100,2584.8,2003-04-29,2,S700_2466,"Australian Collectors, Co.",Small
10131-1,40,100,4427.6,2003-06-16,2,S700_2466,Gift Ideas Corp.,Medium
10143-4,26,82.77,2152.02,2003-08-10,3,S700_2466,Mini Creations Ltd.,Small
10155-2,20,100,2353.4,2003-10-06,4,S700_2466,"Toys of Finland, Co.",Small
10168-16,31,100,3431.39,2003-10-28,4,S700_2466,Technics Stores Inc.,Medium
10178-1,22,87.75,1930.5,2003-11-08,4,S700_2466,Alpha Cognac,Small
10198-1,42,100,4774.56,2003-11-27,4,S700_2466,Cruz & Sons Co.,Medium
10210-14,26,99.72,2592.72,2004-01-12,1,S700_2466,Osaka Souveniers Co.,Small
10222-1,37,87.75,3246.75,2004-02-19,1,S700_2466,Collectable Mini Designs Co.,Medium
10235-10,38,88.75,3372.5,2004-04-02,2,S700_2466,"Royal Canadian Collectables, Ltd.",Medium
10250-11,35,100,3909.15,2004-05-11,2,S700_2466,The Sharp Gifts Warehouse,Medium
10262-6,33,90.75,2994.75,2004-06-24,2,S700_2466,Euro Shopping Channel,Small
10275-16,39,100,4472.52,2004-07-23,3,S700_2466,La Rochelle Gifts,Medium
10284-8,45,100,4576.95,2004-08-21,3,S700_2466,"Norway Gifts By Mail, Co.",Medium
10296-4,24,100,2441.04,2004-09-15,3,S700_2466,"Bavarian Collectables Imports, Co.",Small
10308-14,35,88.75,3106.25,2004-10-15,4,S700_2466,Mini Classics,Medium
10316-6,23,100,2706.41,2004-11-01,4,S700_2466,giftsbymail.co.uk,Small
10328-10,37,100,4021.53,2004-11-12,4,S700_2466,Rovelli Gifts,Medium
10340-7,55,87.75,4826.25,2004-11-24,4,S700_2466,Enaco Distributors,Medium
10352-2,49,100,4935.28,2004-12-03,4,S700_2466,Auto-Moto Classics Inc.,Medium
10361-9,26,100,2754.7,2004-12-17,4,S700_2466,Souveniers And Things Co.,Small
10375-1,33,100,3856.71,2005-02-03,1,S700_2466,La Rochelle Gifts,Medium
10386-14,37,83.84,3102.08,2005-03-01,1,S700_2466,Euro Shopping Channel,Medium
10398-8,22,86.76,1908.72,2005-03-30,1,S700_2466,Reims Collectables,Small
10401-10,85,88.75,7543.75,2005-04-03,2,S700_2466,Tekni Collectables Inc.,Large
10416-11,22,100,2457.18,2005-05-10,2,S700_2466,L'ordine Souveniers,Small
10105-3,31,65.77,2038.87,2003-02-11,1,S700_2610,Danish Wholesale Imports,Small
10119-12,38,65.77,2499.26,2003-04-28,2,S700_2610,Salzburg Collectables,Small
10129-3,45,85.29,3838.05,2003-06-12,2,S700_2610,"Stylish Desk Decors, Co.",Medium
10143-16,31,85.29,2643.99,2003-08-10,3,S700_2610,Mini Creations Ltd.,Small
10154-1,36,64.33,2315.88,2003-10-02,4,S700_2610,Boards & Toys Co.,Small
10167-10,46,70.11,3225.06,2003-10-23,4,S700_2610,Scandinavian Gift Ideas,Medium
10177-1,32,76.62,2451.84,2003-11-07,4,S700_2610,CAF Imports,Small
10185-1,39,57.82,2254.98,2003-11-14,4,S700_2610,Mini Creations Ltd.,Small
10197-7,50,78.79,3939.5,2003-11-26,4,S700_2610,Enaco Distributors,Medium
10208-1,46,74.45,3424.7,2004-01-02,1,S700_2610,"Saveley & Henriot, Co.",Medium
10222-13,36,80.95,2914.2,2004-02-19,1,S700_2610,Collectable Mini Designs Co.,Small
10233-1,29,82.4,2389.6,2004-03-29,1,S700_2610,Tekni Collectables Inc.,Small
10248-4,32,75.89,2428.48,2004-05-07,2,S700_2610,Land of Toys Inc.,Small
10261-2,44,68.67,3021.48,2004-06-17,2,S700_2610,Quebec Home Shopping Network,Medium
10273-5,42,62.16,2610.72,2004-07-21,3,S700_2610,Petit Auto,Small
10283-7,47,65.77,3091.19,2004-08-20,3,S700_2610,"Royal Canadian Collectables, Ltd.",Medium
10295-2,44,58.55,2576.2,2004-09-10,3,S700_2610,Gifts4AllAges.com,Small
10306-1,43,75.17,3232.31,2004-10-14,4,S700_2610,"AV Stores, Co.",Medium
10316-18,48,74.45,3573.6,2004-11-01,4,S700_2610,giftsbymail.co.uk,Medium
10327-1,21,96.31,2022.51,2004-11-10,4,S700_2610,Danish Wholesale Imports,Small
10339-9,50,74.35,3717.5,2004-11-23,4,S700_2610,"Tokyo Collectables, Ltd",Medium
10350-12,29,75.35,2185.15,2004-12-02,4,S700_2610,Euro Shopping Channel,Small
10373-16,41,70.33,2883.53,2005-01-31,1,S700_2610,"Oulu Toy Supplies, Inc.",Small
10386-10,37,100,5017.57,2005-03-01,1,S700_2610,Euro Shopping Channel,Medium
10397-4,22,66.5,1463,2005-03-28,1,S700_2610,Alpha Cognac,Small
10414-4,31,75.89,2352.59,2005-05-06,2,S700_2610,Gifts4AllAges.com,Small
10103-6,42,100,4460.82,2003-01-29,1,S700_2824,Baane Mini Imports,Medium
10114-10,42,100,4758.18,2003-04-01,2,S700_2824,"La Corne D'abondance, Co.",Medium
10126-6,45,100,4597.2,2003-05-28,2,S700_2824,"Corrida Auto Replicas, Ltd",Medium
10140-6,36,100,4114.8,2003-07-24,3,S700_2824,Technics Stores Inc.,Medium
10150-3,20,100,2104,2003-09-19,3,S700_2824,"Dragon Souveniers, Ltd.",Small
10164-4,39,81.93,3195.27,2003-10-21,4,S700_2824,Mini Auto Werke,Medium
10175-11,42,85.98,3611.16,2003-11-06,4,S700_2824,"Stylish Desk Decors, Co.",Medium
10183-3,23,86.99,2000.77,2003-11-13,4,S700_2824,"Classic Gift Ideas, Inc",Small
10194-6,26,89.01,2314.26,2003-11-25,4,S700_2824,"Saveley & Henriot, Co.",Small
10206-1,33,100,3871.89,2003-12-05,4,S700_2824,Canadian Gift Exchange Network,Medium
10217-6,31,88,2728,2004-02-04,1,S700_2824,Handji Gifts& Co,Small
10229-11,50,100,5614,2004-03-11,1,S700_2824,Mini Gifts Distributors Ltd.,Medium
10245-4,44,100,4628.8,2004-05-04,2,S700_2824,Super Scale Inc.,Medium
10258-1,45,80.92,3641.4,2004-06-15,2,S700_2824,"Tokyo Collectables, Ltd",Medium
10270-4,46,88,4048,2004-07-19,3,S700_2824,Souveniers And Things Co.,Medium
10281-11,27,85.98,2321.46,2004-08-19,3,S700_2824,Diecast Classics Inc.,Small
10291-6,28,100,3256.96,2004-09-08,3,S700_2824,Scandinavian Gift Ideas,Medium
10304-1,40,100,4208,2004-10-11,4,S700_2824,Auto Assoc. & Cie.,Medium
10313-9,30,99.13,2973.9,2004-10-22,4,S700_2824,Canadian Gift Exchange Network,Small
10324-5,34,100,4248.3,2004-11-05,4,S700_2824,Vitachrome Inc.,Medium
10336-2,46,100,9558.8,2004-11-20,4,S700_2824,"La Corne D'abondance, Co.",Large
10348-7,32,82.83,2650.56,2004-11-01,4,S700_2824,"Corrida Auto Replicas, Ltd",Small
10358-3,27,100,3761.37,2004-12-10,4,S700_2824,Euro Shopping Channel,Medium
10371-3,34,100,4301.34,2005-01-23,1,S700_2824,Mini Gifts Distributors Ltd.,Medium
10382-9,34,54.84,1864.56,2005-02-17,1,S700_2824,Mini Gifts Distributors Ltd.,Small
10411-4,34,100,3576.8,2005-05-01,2,S700_2824,Quebec Home Shopping Network,Medium
10424-1,46,80.92,3722.32,2005-05-31,2,S700_2824,Euro Shopping Channel,Medium
10106-1,32,100,3986.56,2003-02-17,1,S700_2834,Rovelli Gifts,Medium
10120-7,24,100,3417.12,2003-04-29,2,S700_2834,"Australian Collectors, Co.",Medium
10133-2,27,99.67,2691.09,2003-06-27,2,S700_2834,Euro Shopping Channel,Small
10145-13,20,100,2752.6,2003-08-25,3,S700_2834,Toys4GrownUps.com,Small
10168-8,36,100,4527.72,2003-10-28,4,S700_2834,Technics Stores Inc.,Medium
10188-8,29,100,3957.05,2003-11-18,4,S700_2834,Herkku Gifts,Medium
10210-6,25,100,2818,2004-01-12,1,S700_2834,Osaka Souveniers Co.,Small
10223-8,29,100,3199.86,2004-02-20,1,S700_2834,"Australian Collectors, Co.",Medium
10235-2,25,96.11,2402.75,2004-04-02,2,S700_2834,"Royal Canadian Collectables, Ltd.",Small
10250-3,44,100,6055.72,2004-05-11,2,S700_2834,The Sharp Gifts Warehouse,Medium
10263-9,47,100,5465.16,2004-06-28,2,S700_2834,Gift Depot Inc.,Medium
10275-8,48,100,6378.72,2004-07-23,3,S700_2834,La Rochelle Gifts,Medium
10285-13,45,100,5392.8,2004-08-27,3,S700_2834,Marta's Replicas Co.,Medium
10297-3,35,100,3986.5,2004-09-16,3,S700_2834,"Clover Collections, Co.",Medium
10308-6,31,100,4009.23,2004-10-15,4,S700_2834,Mini Classics,Medium
10318-8,50,100,7119,2004-11-02,4,S700_2834,Diecast Classics Inc.,Large
10328-11,33,100,4072.2,2004-11-12,4,S700_2834,Rovelli Gifts,Medium
10340-6,29,100,4094.51,2004-11-24,4,S700_2834,Enaco Distributors,Medium
10353-4,48,68.8,3302.4,2004-12-04,4,S700_2834,Gift Ideas Corp.,Medium
10361-5,44,72.42,3186.48,2004-12-17,4,S700_2834,Souveniers And Things Co.,Medium
10375-10,25,66.73,1668.25,2005-02-03,1,S700_2834,La Rochelle Gifts,Small
10388-3,50,100,7154.5,2005-03-03,1,S700_2834,FunGiftIdeas.com,Large
10398-9,23,100,2810.83,2005-03-30,1,S700_2834,Reims Collectables,Small
10401-2,21,96.11,2018.31,2005-04-03,2,S700_2834,Tekni Collectables Inc.,Small
10416-3,41,100,5642.83,2005-05-10,2,S700_2834,L'ordine Souveniers,Medium
10106-8,44,74.4,3273.6,2003-02-17,1,S700_3167,Rovelli Gifts,Medium
10120-14,43,76,3268,2003-04-29,2,S700_3167,"Australian Collectors, Co.",Medium
10143-3,28,96,2688,2003-08-10,3,S700_3167,Mini Creations Ltd.,Small
10155-1,43,86.4,3715.2,2003-10-06,4,S700_3167,"Toys of Finland, Co.",Medium
10168-15,48,96,4608,2003-10-28,4,S700_3167,Technics Stores Inc.,Medium
10199-3,38,82.4,3131.2,2003-12-01,4,S700_3167,West Coast Collectables Co.,Medium
10210-13,31,86.4,2678.4,2004-01-12,1,S700_3167,Osaka Souveniers Co.,Small
10223-15,26,67.2,1747.2,2004-02-20,1,S700_3167,"Australian Collectors, Co.",Small
10235-9,32,92,2944,2004-04-02,2,S700_3167,"Royal Canadian Collectables, Ltd.",Small
10250-10,44,67.2,2956.8,2004-05-11,2,S700_3167,The Sharp Gifts Warehouse,Small
10262-5,27,76,2052,2004-06-24,2,S700_3167,Euro Shopping Channel,Small
10275-15,43,73.6,3164.8,2004-07-23,3,S700_3167,La Rochelle Gifts,Medium
10284-7,25,69.6,1740,2004-08-21,3,S700_3167,"Norway Gifts By Mail, Co.",Small
10296-3,22,80.8,1777.6,2004-09-15,3,S700_3167,"Bavarian Collectables Imports, Co.",Small
10308-13,21,87.2,1831.2,2004-10-15,4,S700_3167,Mini Classics,Small
10316-5,48,75.2,3609.6,2004-11-01,4,S700_3167,giftsbymail.co.uk,Medium
10328-13,33,64,2112,2004-11-12,4,S700_3167,Rovelli Gifts,Small
10341-5,34,100,3644.12,2004-11-24,4,S700_3167,Salzburg Collectables,Medium
10353-6,43,81.95,3523.85,2004-12-04,4,S700_3167,Gift Ideas Corp.,Medium
10361-10,44,100,5001.92,2004-12-17,4,S700_3167,Souveniers And Things Co.,Medium
10375-11,44,100,5208.72,2005-02-03,1,S700_3167,La Rochelle Gifts,Medium
10386-17,32,94.34,3018.88,2005-03-01,1,S700_3167,Euro Shopping Channel,Medium
10398-10,29,65.6,1902.4,2005-03-30,1,S700_3167,Reims Collectables,Small
10401-9,77,92,7084,2005-04-03,2,S700_3167,Tekni Collectables Inc.,Large
10416-10,39,67.2,2620.8,2005-05-10,2,S700_3167,L'ordine Souveniers,Small
10105-6,39,81.14,3164.46,2003-02-11,1,S700_3505,Danish Wholesale Imports,Medium
10118-1,36,100,4219.2,2003-04-21,2,S700_3505,Enaco Distributors,Medium
10129-6,42,91.15,3828.3,2003-06-12,2,S700_3505,"Stylish Desk Decors, Co.",Medium
10142-3,21,100,2334.99,2003-08-08,3,S700_3505,Mini Gifts Distributors Ltd.,Small
10153-2,50,88.15,4407.5,2003-09-28,3,S700_3505,Euro Shopping Channel,Medium
